Start Time, End Time, Time in Bed (mins), Is nap, Sleep quality, Awake duration (mins), REM sleep duration (mins), Light sleep duration (mins), Deep sleep duration (mins), Amount of audio recordings, Wake-up mood, 
Optional(2021-09-19 22:05:51 +0000), Optional(2021-09-20 06:01:17 +0000), 475, No, 75, 75, 72, 182, 146, 0, OK, 
Optional(2021-09-20 22:32:46 +0000), Optional(2021-09-21 06:06:13 +0000), 453, No, 85, 74, 80, 167, 132, 0, OK, 
Optional(2021-09-21 22:42:32 +0000), Optional(2021-09-22 06:03:03 +0000), 441, No, 87, 54, 80, 148, 158, 0, OK, 
Optional(2021-09-22 23:02:42 +0000), Optional(2021-09-23 06:15:13 +0000), 433, No, 67, 75, 41, 165, 152, 0, Bad, 
Optional(2021-09-23 23:29:30 +0000), Optional(2021-09-24 06:15:10 +0000), 406, No, 79, 61, 88, 155, 101, 0, Bad, 
Optional(2021-09-24 23:37:35 +0000), Optional(2021-09-25 06:12:12 +0000), 395, No, 46, 115, 16, 138, 125, 0, OK, 
Optional(2021-09-25 23:52:37 +0000), Optional(2021-09-26 06:54:50 +0000), 422, No, 54, 131, 34, 148, 109, 0, Bad, 
Optional(2021-09-26 21:53:09 +0000), Optional(2021-09-27 06:15:08 +0000), 502, No, 67, 146, 59, 195, 102, 0, OK, 
Optional(2021-09-27 22:20:30 +0000), Optional(2021-09-28 06:06:52 +0000), 466, No, 73, 109, 74, 200, 84, 0, OK, 
Optional(2021-09-28 22:28:41 +0000), Optional(2021-09-29 04:46:12 +0000), 378, No, 58, 78, 43, 147, 109, 0, Bad, 
Optional(2021-09-29 23:27:10 +0000), Optional(2021-09-30 06:15:08 +0000), 408, No, 87, 34, 79, 179, 115, 0, Bad, 
Optional(2021-09-30 21:37:50 +0000), Optional(2021-10-01 06:01:04 +0000), 503, No, 69, 97, 40, 186, 180, 0, OK, 
Optional(2021-10-01 22:52:05 +0000), Optional(2021-10-02 06:46:56 +0000), 475, No, 75, 73, 44, 190, 167, 0, OK, 
Optional(2021-10-02 22:25:32 +0000), Optional(2021-10-03 06:53:48 +0000), 508, No, 84, 94, 87, 193, 134, 0, OK, 
Optional(2021-10-03 22:13:52 +0000), Optional(2021-10-04 06:12:47 +0000), 479, No, 76, 129, 87, 132, 131, 0, OK, 
Optional(2021-10-04 22:27:43 +0000), Optional(2021-10-05 06:10:42 +0000), 463, No, 76, 73, 73, 179, 137, 0, OK, 
Optional(2021-10-05 22:35:42 +0000), Optional(2021-10-06 06:15:08 +0000), 459, No, 82, 61, 76, 195, 127, 0, OK, 
Optional(2021-10-06 22:19:13 +0000), Optional(2021-10-07 06:15:05 +0000), 476, No, 70, 89, 46, 203, 138, 0, OK, 
Optional(2021-10-08 22:59:59 +0000), Optional(2021-10-09 06:46:11 +0000), 466, No, 81, 52, 60, 179, 175, 0, OK, 
Optional(2021-10-09 23:10:20 +0000), Optional(2021-10-10 06:54:33 +0000), 464, No, 70, 135, 65, 103, 161, 0, Bad, 
Optional(2021-10-10 22:11:37 +0000), Optional(2021-10-11 06:02:47 +0000), 471, No, 67, 102, 32, 182, 155, 0, OK, 
Optional(2021-10-11 22:38:36 +0000), Optional(2021-10-12 06:01:16 +0000), 443, No, 70, 56, 16, 194, 177, 0, Bad, 
Optional(2021-10-12 22:31:44 +0000), Optional(2021-10-13 06:15:10 +0000), 463, No, 55, 151, 30, 181, 101, 0, Bad, 
Optional(2021-10-13 22:07:52 +0000), Optional(2021-10-14 06:15:11 +0000), 487, No, 73, 130, 74, 179, 104, 0, Bad, 
Optional(2021-10-14 23:46:34 +0000), Optional(2021-10-15 06:15:18 +0000), 389, No, 61, 75, 32, 179, 102, 0, Bad, 
Optional(2021-10-15 23:09:13 +0000), Optional(2021-10-16 06:46:07 +0000), 457, No, 75, 101, 71, 178, 107, 0, Bad, 
Optional(2021-10-16 23:09:10 +0000), Optional(2021-10-17 06:39:17 +0000), 450, No, 82, 91, 76, 143, 140, 0, OK, 
Optional(2021-10-17 22:38:09 +0000), Optional(2021-10-18 06:15:05 +0000), 457, No, 58, 112, 15, 188, 142, 0, Bad, 
Optional(2021-10-18 22:10:55 +0000), Optional(2021-10-19 06:15:06 +0000), 484, No, 90, 52, 101, 178, 153, 0, Good, 
Optional(2021-10-19 22:18:03 +0000), Optional(2021-10-20 06:15:08 +0000), 477, No, 66, 113, 45, 185, 133, 0, OK, 
Optional(2021-10-20 21:35:59 +0000), Optional(2021-10-21 06:06:02 +0000), 510, No, 70, 113, 29, 213, 156, 0, OK, 
Optional(2021-10-21 22:07:22 +0000), Optional(2021-10-22 06:15:07 +0000), 488, No, 67, 120, 15, 199, 154, 0, Bad, 
Optional(2021-10-22 23:26:45 +0000), Optional(2021-10-23 06:48:11 +0000), 441, No, 81, 54, 64, 179, 144, 0, OK, 
Optional(2021-10-24 02:25:22 +0000), Optional(2021-10-24 07:11:46 +0000), 286, No, 37, 47, 15, 127, 97, 0, Bad, 
Optional(2021-10-24 22:08:53 +0000), Optional(2021-10-25 06:15:05 +0000), 486, No, 55, 158, 28, 178, 122, 0, Bad, 
Optional(2021-10-25 21:58:50 +0000), Optional(2021-10-26 06:15:06 +0000), 496, No, 69, 96, 62, 191, 146, 0, OK, 
Optional(2021-10-28 00:47:42 +0000), Optional(2021-10-28 06:15:05 +0000), 327, No, 40, 74, 28, 149, 76, 0, OK, 
Optional(2021-10-28 21:06:22 +0000), Optional(2021-10-29 06:01:12 +0000), 535, No, 75, 121, 88, 186, 139, 0, OK, 
Optional(2021-10-29 23:01:25 +0000), Optional(2021-10-30 06:46:22 +0000), 465, No, 49, 135, 0, 242, 87, 0, Bad, 
Optional(2021-10-31 01:12:58 +0000), Optional(2021-10-31 08:11:08 +0000), 418, No, 67, 92, 47, 150, 129, 0, Bad, 
Optional(2021-10-31 22:28:21 +0000), Optional(2021-11-01 07:14:26 +0000), 526, No, 81, 118, 105, 165, 138, 0, OK, 
Optional(2021-11-02 23:15:18 +0000), Optional(2021-11-03 07:01:11 +0000), 466, No, 67, 162, 74, 106, 124, 0, Bad, 
Optional(2021-11-04 00:11:33 +0000), Optional(2021-11-04 07:15:11 +0000), 424, No, 67, 109, 63, 176, 76, 0, Bad, 
Optional(2021-11-04 23:16:28 +0000), Optional(2021-11-05 07:02:01 +0000), 466, No, 82, 90, 75, 150, 150, 0, OK, 
Optional(2021-11-06 00:26:29 +0000), Optional(2021-11-06 07:46:18 +0000), 440, No, 66, 91, 46, 190, 112, 0, Bad, 
Optional(2021-11-07 00:06:57 +0000), Optional(2021-11-07 07:52:37 +0000), 466, No, 60, 138, 59, 164, 104, 0, Bad, 
Optional(2021-11-07 23:34:03 +0000), Optional(2021-11-08 07:30:43 +0000), 477, No, 79, 86, 59, 151, 180, 0, OK, 
Optional(2021-11-08 23:03:49 +0000), Optional(2021-11-09 07:18:14 +0000), 494, No, 77, 74, 76, 165, 179, 0, OK, 
Optional(2021-11-09 23:34:48 +0000), Optional(2021-11-10 07:16:41 +0000), 462, No, 55, 153, 45, 205, 60, 0, Bad, 
Optional(2021-11-10 23:46:16 +0000), Optional(2021-11-11 07:02:06 +0000), 436, No, 63, 88, 60, 167, 121, 0, OK, 
Optional(2021-11-11 23:09:06 +0000), Optional(2021-11-12 06:04:26 +0000), 415, No, 51, 117, 45, 106, 147, 0, OK, 
Optional(2021-11-13 00:08:15 +0000), Optional(2021-11-13 07:52:42 +0000), 464, No, 54, 134, 32, 191, 107, 0, OK, 
Optional(2021-11-14 00:59:40 +0000), Optional(2021-11-14 07:46:05 +0000), 406, No, 48, 134, 30, 178, 64, 0, OK, 
Optional(2021-11-14 22:39:14 +0000), Optional(2021-11-15 07:02:16 +0000), 503, No, 63, 128, 42, 197, 135, 0, OK, 
Optional(2021-11-16 23:25:01 +0000), Optional(2021-11-17 07:05:02 +0000), 460, No, 82, 86, 87, 165, 122, 0, OK, 
Optional(2021-11-17 23:48:56 +0000), Optional(2021-11-18 07:15:05 +0000), 446, No, 66, 115, 47, 199, 84, 0, Bad, 
Optional(2021-11-18 22:38:32 +0000), Optional(2021-11-19 06:08:09 +0000), 450, No, 88, 76, 104, 147, 122, 0, OK, 
Optional(2021-11-19 23:18:16 +0000), Optional(2021-11-20 08:00:05 +0000), 522, No, 55, 161, 19, 207, 134, 0, Bad, 
Optional(2021-11-21 01:11:27 +0000), Optional(2021-11-21 08:11:07 +0000), 420, No, 75, 71, 62, 191, 95, 0, OK, 
Optional(2021-11-22 00:12:14 +0000), Optional(2021-11-22 07:06:07 +0000), 414, No, 46, 161, 60, 115, 78, 0, Bad, 
Optional(2021-11-22 23:05:43 +0000), Optional(2021-11-23 07:15:04 +0000), 489, No, 63, 142, 46, 181, 120, 0, Bad, 
Optional(2021-11-23 23:33:27 +0000), Optional(2021-11-24 07:15:05 +0000), 462, No, 75, 117, 77, 164, 102, 0, OK, 
Optional(2021-11-24 23:40:08 +0000), Optional(2021-11-25 07:15:08 +0000), 455, No, 67, 126, 61, 146, 122, 0, OK, 
Optional(2021-11-25 23:22:12 +0000), Optional(2021-11-26 07:01:11 +0000), 459, No, 72, 157, 61, 152, 89, 0, Bad, 
Optional(2021-11-26 23:49:16 +0000), Optional(2021-11-27 08:00:19 +0000), 491, No, 72, 146, 74, 165, 105, 0, OK, 
Optional(2021-11-28 00:27:47 +0000), Optional(2021-11-28 07:28:09 +0000), 420, No, 30, 156, 29, 177, 59, 0, Bad, 
Optional(2021-11-28 23:57:17 +0000), Optional(2021-11-29 07:01:09 +0000), 424, No, 58, 94, 30, 165, 135, 0, Bad, 
Optional(2021-11-29 22:34:25 +0000), Optional(2021-11-30 07:15:11 +0000), 521, No, 79, 97, 93, 224, 107, 0, OK, 
Optional(2021-11-30 23:28:47 +0000), Optional(2021-12-01 07:15:05 +0000), 466, No, 82, 81, 75, 155, 155, 0, OK, 
Optional(2021-12-01 23:24:21 +0000), Optional(2021-12-02 07:15:05 +0000), 471, No, 84, 110, 76, 137, 147, 0, OK, 
Optional(2021-12-02 23:26:19 +0000), Optional(2021-12-03 07:09:19 +0000), 463, No, 76, 117, 60, 148, 138, 0, OK, 
Optional(2021-12-04 00:10:42 +0000), Optional(2021-12-04 07:46:05 +0000), 455, No, 70, 95, 44, 182, 133, 0, OK, 
Optional(2021-12-04 22:30:29 +0000), Optional(2021-12-05 07:46:04 +0000), 556, No, 69, 135, 61, 225, 134, 0, OK, 
Optional(2021-12-05 23:42:41 +0000), Optional(2021-12-06 07:46:04 +0000), 483, No, 58, 124, 15, 232, 112, 0, OK, 
Optional(2021-12-06 23:05:46 +0000), Optional(2021-12-07 07:38:49 +0000), 513, No, 64, 145, 29, 203, 136, 0, Bad, 
Optional(2021-12-08 00:03:48 +0000), Optional(2021-12-08 07:05:19 +0000), 422, No, 60, 135, 59, 124, 104, 0, Bad, 
Optional(2021-12-09 00:11:07 +0000), Optional(2021-12-09 07:46:03 +0000), 455, No, 79, 92, 75, 180, 107, 0, OK, 
Optional(2021-12-09 23:37:10 +0000), Optional(2021-12-10 07:18:20 +0000), 461, No, 66, 100, 0, 241, 120, 0, Bad, 
Optional(2021-12-11 02:58:23 +0000), Optional(2021-12-11 07:46:03 +0000), 288, No, 49, 63, 45, 121, 59, 0, Bad, 
Optional(2021-12-12 04:20:38 +0000), Optional(2021-12-12 07:46:04 +0000), 205, No, 46, 41, 29, 90, 45, 0, Bad, 
Optional(2021-12-12 21:43:40 +0000), Optional(2021-12-13 07:05:10 +0000), 562, No, 72, 81, 44, 228, 209, 0, OK, 
Optional(2021-12-13 23:05:26 +0000), Optional(2021-12-14 07:08:49 +0000), 483, No, 75, 108, 49, 163, 163, 0, Good, 
Optional(2021-12-14 23:14:29 +0000), Optional(2021-12-15 07:15:04 +0000), 481, No, 63, 136, 45, 187, 113, 0, OK, 
Optional(2021-12-15 22:52:06 +0000), Optional(2021-12-16 07:12:51 +0000), 501, No, 81, 92, 78, 188, 142, 0, OK, 
Optional(2021-12-16 23:07:28 +0000), Optional(2021-12-17 07:10:37 +0000), 483, No, 67, 109, 31, 194, 148, 0, OK, 
Optional(2021-12-17 23:42:29 +0000), Optional(2021-12-18 08:00:06 +0000), 498, No, 79, 64, 74, 231, 128, 0, OK, 
Optional(2021-12-18 23:58:40 +0000), Optional(2021-12-19 07:46:04 +0000), 467, No, 67, 102, 35, 193, 137, 0, Undefined, 
Optional(2021-12-19 23:54:20 +0000), Optional(2021-12-20 07:01:10 +0000), 427, No, 60, 99, 43, 208, 76, 0, Undefined, 
Optional(2021-12-20 23:38:55 +0000), Optional(2021-12-21 07:15:15 +0000), 456, No, 81, 52, 63, 161, 180, 0, Bad, 
Optional(2021-12-21 23:08:55 +0000), Optional(2021-12-22 07:15:06 +0000), 486, No, 63, 188, 61, 130, 106, 0, Bad, 
Optional(2021-12-23 00:16:45 +0000), Optional(2021-12-23 07:15:07 +0000), 418, No, 60, 100, 44, 171, 103, 0, OK, 
Optional(2021-12-24 01:35:45 +0000), Optional(2021-12-24 07:15:15 +0000), 339, No, 31, 128, 32, 109, 71, 0, Bad, 
Optional(2021-12-25 00:04:21 +0000), Optional(2021-12-25 07:08:25 +0000), 424, No, 60, 109, 30, 191, 93, 0, Bad, 
Optional(2021-12-25 23:01:56 +0000), Optional(2021-12-26 07:46:07 +0000), 524, No, 72, 105, 58, 195, 166, 0, OK, 
Optional(2021-12-27 00:04:08 +0000), Optional(2021-12-27 07:01:08 +0000), 417, No, 55, 107, 29, 178, 102, 0, Bad, 
Optional(2021-12-27 23:23:18 +0000), Optional(2021-12-28 07:24:10 +0000), 481, No, 67, 152, 75, 133, 121, 0, Bad, 
Optional(2021-12-28 21:37:38 +0000), Optional(2021-12-29 07:15:06 +0000), 577, No, 76, 110, 89, 231, 147, 0, OK, 
Optional(2021-12-29 23:36:09 +0000), Optional(2021-12-30 07:53:29 +0000), 497, No, 60, 165, 41, 180, 111, 0, Bad, 
Optional(2021-12-31 01:50:40 +0000), Optional(2021-12-31 08:25:10 +0000), 394, No, 24, 169, 15, 135, 76, 0, Bad, 
Optional(2021-12-31 23:28:05 +0000), Optional(2022-01-01 08:00:04 +0000), 512, No, 66, 123, 30, 215, 143, 0, Bad, 
Optional(2022-01-01 23:37:29 +0000), Optional(2022-01-02 08:00:10 +0000), 503, No, 37, 204, 0, 196, 102, 0, Bad, 
Optional(2022-01-02 22:23:55 +0000), Optional(2022-01-03 07:20:48 +0000), 537, No, 27, 267, 0, 189, 80, 0, Bad, 
Optional(2022-01-06 23:04:28 +0000), Optional(2022-01-07 07:05:46 +0000), 481, No, 49, 154, 15, 195, 117, 0, OK, 
Optional(2022-01-07 23:55:14 +0000), Optional(2022-01-08 07:46:10 +0000), 471, No, 54, 148, 34, 165, 124, 0, Bad, 
Optional(2022-01-08 23:48:21 +0000), Optional(2022-01-09 07:46:06 +0000), 478, No, 73, 70, 30, 193, 184, 0, OK, 
Optional(2022-01-09 22:22:19 +0000), Optional(2022-01-10 07:15:02 +0000), 533, No, 87, 68, 88, 173, 202, 0, Good, 
Optional(2022-01-11 23:22:03 +0000), Optional(2022-01-12 07:12:41 +0000), 471, No, 72, 127, 45, 154, 144, 0, OK, 
Optional(2022-01-12 23:41:20 +0000), Optional(2022-01-13 07:15:16 +0000), 454, No, 85, 49, 74, 147, 183, 0, OK, 
Optional(2022-01-13 23:10:52 +0000), Optional(2022-01-14 07:15:07 +0000), 484, No, 76, 80, 61, 197, 146, 0, OK, 
Optional(2022-01-15 00:57:14 +0000), Optional(2022-01-15 08:11:35 +0000), 434, No, 45, 151, 29, 150, 104, 0, Bad, 
Optional(2022-01-16 01:15:51 +0000), Optional(2022-01-16 08:11:09 +0000), 415, No, 72, 85, 58, 148, 124, 0, OK, 
Optional(2022-01-16 23:32:32 +0000), Optional(2022-01-17 07:15:04 +0000), 463, No, 82, 88, 76, 151, 146, 0, OK, 
Optional(2022-01-17 22:29:26 +0000), Optional(2022-01-18 07:15:02 +0000), 526, No, 52, 212, 15, 225, 73, 0, Undefined, 
Optional(2022-01-18 23:00:02 +0000), Optional(2022-01-19 07:01:21 +0000), 481, No, 61, 127, 45, 189, 119, 0, Undefined, 
Optional(2022-01-19 23:39:16 +0000), Optional(2022-01-20 07:08:52 +0000), 450, No, 75, 77, 44, 181, 147, 0, Bad, 
Optional(2022-01-21 02:04:32 +0000), Optional(2022-01-21 07:15:11 +0000), 311, No, 45, 86, 45, 101, 77, 0, Bad, 
Optional(2022-01-21 23:30:31 +0000), Optional(2022-01-22 07:15:06 +0000), 465, No, 78, 47, 48, 187, 182, 0, OK, 
Optional(2022-01-23 00:25:30 +0000), Optional(2022-01-23 08:11:04 +0000), 466, No, 81, 89, 60, 166, 150, 0, Bad, 
Optional(2022-01-23 23:29:20 +0000), Optional(2022-01-24 07:15:07 +0000), 466, No, 66, 91, 30, 222, 123, 0, Bad, 
Optional(2022-01-24 22:52:05 +0000), Optional(2022-01-25 07:15:05 +0000), 503, No, 63, 144, 29, 209, 121, 0, OK, 
Optional(2022-01-27 00:41:05 +0000), Optional(2022-01-27 07:14:50 +0000), 394, No, 66, 66, 35, 164, 128, 0, Bad, 
Optional(2022-01-27 23:26:44 +0000), Optional(2022-01-28 07:14:34 +0000), 468, No, 76, 63, 45, 198, 162, 0, OK, 
Optional(2022-01-28 22:35:59 +0000), Optional(2022-01-29 07:50:12 +0000), 554, No, 67, 240, 76, 134, 104, 0, Bad, 
Optional(2022-01-30 03:28:36 +0000), Optional(2022-01-30 08:00:18 +0000), 272, No, 31, 63, 15, 118, 76, 0, Bad, 
Optional(2022-01-30 22:40:13 +0000), Optional(2022-01-31 07:15:07 +0000), 515, No, 57, 169, 15, 195, 135, 0, OK, 
Optional(2022-02-01 23:13:21 +0000), Optional(2022-02-02 07:15:21 +0000), 482, No, 82, 119, 93, 151, 119, 0, Bad, 
Optional(2022-02-02 23:11:36 +0000), Optional(2022-02-03 07:01:12 +0000), 470, No, 72, 126, 70, 166, 108, 0, Bad, 
Optional(2022-02-03 23:59:27 +0000), Optional(2022-02-04 07:01:11 +0000), 422, No, 51, 152, 75, 110, 84, 0, Bad, 
Optional(2022-02-05 01:21:33 +0000), Optional(2022-02-05 07:46:08 +0000), 385, No, 33, 116, 15, 148, 106, 0, Bad, 
Optional(2022-02-06 01:40:34 +0000), Optional(2022-02-06 07:46:09 +0000), 366, No, 52, 78, 14, 156, 117, 0, Bad, 
Optional(2022-02-06 22:54:45 +0000), Optional(2022-02-07 07:14:44 +0000), 500, No, 60, 165, 34, 199, 101, 0, Bad, 
Optional(2022-02-07 23:16:03 +0000), Optional(2022-02-08 07:01:09 +0000), 465, No, 46, 149, 0, 216, 100, 0, Bad, 
Optional(2022-02-08 23:13:32 +0000), Optional(2022-02-09 07:15:05 +0000), 482, No, 90, 46, 91, 192, 152, 0, OK, 
Optional(2022-02-09 23:03:23 +0000), Optional(2022-02-10 07:01:14 +0000), 478, No, 55, 179, 61, 162, 76, 0, Bad, 
Optional(2022-02-10 23:25:57 +0000), Optional(2022-02-11 07:01:06 +0000), 455, No, 85, 41, 75, 159, 181, 0, OK, 
Optional(2022-02-12 01:38:27 +0000), Optional(2022-02-12 07:57:17 +0000), 379, No, 34, 112, 16, 161, 90, 0, Bad, 
Optional(2022-02-13 00:59:36 +0000), Optional(2022-02-13 07:50:27 +0000), 411, No, 31, 161, 14, 115, 120, 0, Bad, 
Optional(2022-02-13 23:15:26 +0000), Optional(2022-02-14 07:01:27 +0000), 466, No, 30, 218, 16, 173, 60, 0, Bad, 
Optional(2022-02-14 23:17:59 +0000), Optional(2022-02-15 07:01:18 +0000), 463, No, 70, 148, 60, 138, 117, 0, OK, 
Optional(2022-02-15 23:13:48 +0000), Optional(2022-02-16 07:08:54 +0000), 475, No, 67, 117, 45, 156, 156, 0, OK, 
Optional(2022-02-16 23:28:41 +0000), Optional(2022-02-17 07:02:50 +0000), 454, No, 69, 66, 29, 178, 180, 0, Undefined, 
Optional(2022-02-18 01:00:19 +0000), Optional(2022-02-18 07:01:09 +0000), 361, No, 30, 151, 45, 136, 28, 0, Undefined, 
Optional(2022-02-18 23:24:20 +0000), Optional(2022-02-19 08:00:15 +0000), 516, No, 67, 110, 59, 195, 152, 0, Undefined, 
Optional(2022-02-20 04:42:05 +0000), Optional(2022-02-20 09:51:51 +0000), 310, No, 61, 26, 30, 132, 123, 0, OK, 
Optional(2022-02-20 23:07:20 +0000), Optional(2022-02-21 07:15:09 +0000), 488, No, 79, 141, 74, 151, 121, 0, OK, 
Optional(2022-02-21 23:18:08 +0000), Optional(2022-02-22 07:15:08 +0000), 477, No, 51, 174, 15, 198, 90, 0, Bad, 
Optional(2022-02-22 22:41:42 +0000), Optional(2022-02-23 07:03:37 +0000), 502, No, 76, 54, 44, 213, 191, 0, OK, 
Optional(2022-02-23 23:15:52 +0000), Optional(2022-02-24 07:11:41 +0000), 476, No, 45, 208, 61, 146, 61, 0, Bad, 
Optional(2022-02-25 00:13:57 +0000), Optional(2022-02-25 07:03:11 +0000), 409, No, 40, 182, 59, 110, 57, 0, Bad, 
Optional(2022-02-25 23:43:04 +0000), Optional(2022-02-26 07:31:04 +0000), 468, No, 72, 93, 60, 197, 119, 0, OK, 
Optional(2022-02-26 23:35:40 +0000), Optional(2022-02-27 07:46:06 +0000), 490, No, 66, 112, 48, 209, 120, 0, OK, 
Optional(2022-02-27 22:27:12 +0000), Optional(2022-02-28 07:15:07 +0000), 528, No, 73, 132, 78, 195, 123, 0, Bad, 
Optional(2022-03-02 01:00:58 +0000), Optional(2022-03-02 05:43:26 +0000), 282, No, 34, 101, 15, 93, 73, 0, Bad, 
Optional(2022-03-02 22:16:31 +0000), Optional(2022-03-03 05:47:51 +0000), 451, No, 76, 75, 44, 162, 170, 0, Bad, 
Optional(2022-03-04 01:11:04 +0000), Optional(2022-03-04 09:31:08 +0000), 500, No, 64, 183, 61, 135, 121, 0, OK, 
Optional(2022-03-04 23:48:14 +0000), Optional(2022-03-05 07:41:57 +0000), 474, No, 75, 97, 59, 179, 138, 0, OK, 
Optional(2022-03-05 23:42:23 +0000), Optional(2022-03-06 07:46:06 +0000), 484, No, 48, 210, 44, 140, 89, 0, OK, 
Optional(2022-03-06 22:43:48 +0000), Optional(2022-03-07 07:08:58 +0000), 505, No, 60, 133, 15, 190, 168, 0, OK, 
Optional(2022-03-09 23:23:15 +0000), Optional(2022-03-10 07:15:06 +0000), 472, No, 61, 128, 30, 183, 131, 0, OK, 
Optional(2022-03-10 23:01:21 +0000), Optional(2022-03-11 07:15:12 +0000), 494, No, 67, 118, 42, 179, 154, 0, Bad, 
Optional(2022-03-11 23:53:37 +0000), Optional(2022-03-12 08:00:05 +0000), 486, No, 76, 116, 71, 207, 91, 0, OK, 
Optional(2022-03-13 00:10:30 +0000), Optional(2022-03-13 06:45:40 +0000), 395, No, 51, 110, 47, 166, 72, 0, Bad, 
Optional(2022-03-13 23:06:24 +0000), Optional(2022-03-14 07:15:07 +0000), 489, No, 70, 132, 72, 161, 124, 0, OK, 
Optional(2022-03-14 23:18:15 +0000), Optional(2022-03-15 07:04:17 +0000), 466, No, 75, 91, 47, 194, 133, 0, OK, 
Optional(2022-03-15 23:08:00 +0000), Optional(2022-03-16 07:14:44 +0000), 487, No, 84, 81, 90, 151, 164, 0, OK, 
Optional(2022-03-17 00:20:49 +0000), Optional(2022-03-17 07:15:10 +0000), 414, No, 84, 40, 58, 166, 150, 0, OK, 
Optional(2022-03-17 22:42:23 +0000), Optional(2022-03-18 07:01:32 +0000), 499, No, 67, 93, 48, 236, 123, 0, OK, 
Optional(2022-03-18 23:25:38 +0000), Optional(2022-03-19 07:09:47 +0000), 464, No, 76, 57, 52, 210, 146, 0, OK, 
Optional(2022-03-20 03:24:19 +0000), Optional(2022-03-20 07:01:02 +0000), 217, No, 54, 22, 45, 88, 62, 0, Bad, 
Optional(2022-03-20 23:23:05 +0000), Optional(2022-03-21 07:05:32 +0000), 462, No, 69, 70, 15, 195, 181, 0, OK, 
Optional(2022-03-21 22:58:52 +0000), Optional(2022-03-22 07:05:17 +0000), 486, No, 73, 81, 57, 210, 137, 0, OK, 
Optional(2022-03-22 23:08:45 +0000), Optional(2022-03-23 07:15:04 +0000), 486, No, 84, 70, 87, 173, 156, 0, OK, 
Optional(2022-03-23 22:25:25 +0000), Optional(2022-03-24 07:05:29 +0000), 520, No, 88, 39, 91, 177, 213, 0, OK, 
Optional(2022-03-25 00:11:47 +0000), Optional(2022-03-25 07:15:03 +0000), 423, No, 72, 64, 60, 179, 120, 0, OK, 
Optional(2022-03-25 23:56:52 +0000), Optional(2022-03-26 07:05:46 +0000), 429, No, 33, 146, 0, 154, 129, 0, OK, 
Optional(2022-03-27 02:05:49 +0000), Optional(2022-03-27 08:31:04 +0000), 385, No, 60, 112, 47, 124, 103, 0, Bad, 
Optional(2022-03-27 22:14:30 +0000), Optional(2022-03-28 06:03:46 +0000), 469, No, 78, 125, 89, 152, 103, 0, Bad, 
Optional(2022-03-28 22:17:34 +0000), Optional(2022-03-29 06:15:08 +0000), 478, No, 61, 110, 15, 187, 164, 0, Bad, 
Optional(2022-03-29 22:14:42 +0000), Optional(2022-03-30 06:04:44 +0000), 470, No, 81, 80, 62, 163, 164, 0, Bad, 
Optional(2022-03-30 21:40:08 +0000), Optional(2022-03-31 06:01:09 +0000), 501, No, 70, 123, 62, 178, 138, 0, OK, 
Optional(2022-03-31 23:10:23 +0000), Optional(2022-04-01 06:15:02 +0000), 425, No, 37, 152, 0, 182, 91, 0, Bad, 
Optional(2022-04-01 23:31:59 +0000), Optional(2022-04-02 07:00:22 +0000), 448, No, 73, 109, 74, 190, 76, 0, Bad, 
Optional(2022-04-03 02:10:07 +0000), Optional(2022-04-03 07:25:15 +0000), 315, No, 22, 123, 0, 115, 77, 0, Bad, 
Optional(2022-04-03 22:12:59 +0000), Optional(2022-04-04 06:01:33 +0000), 469, No, 45, 154, 0, 199, 115, 0, Bad, 
Optional(2022-04-04 21:02:44 +0000), Optional(2022-04-05 05:59:20 +0000), 537, No, 69, 119, 59, 194, 164, 0, OK, 
Optional(2022-04-06 22:13:46 +0000), Optional(2022-04-07 06:15:14 +0000), 481, No, 54, 168, 30, 146, 138, 0, OK, 
Optional(2022-04-07 21:35:46 +0000), Optional(2022-04-08 06:10:55 +0000), 515, No, 64, 167, 59, 171, 118, 0, OK, 
Optional(2022-04-08 23:08:24 +0000), Optional(2022-04-09 06:56:53 +0000), 468, No, 60, 114, 15, 176, 163, 0, Bad, 
Optional(2022-04-09 23:22:40 +0000), Optional(2022-04-10 07:00:14 +0000), 458, No, 39, 173, 0, 162, 122, 0, Bad, 
Optional(2022-04-10 21:21:01 +0000), Optional(2022-04-11 06:07:50 +0000), 527, No, 79, 78, 81, 202, 165, 0, OK, 
Optional(2022-04-11 22:12:58 +0000), Optional(2022-04-12 06:15:09 +0000), 482, No, 84, 92, 72, 167, 150, 0, OK, 
Optional(2022-04-12 21:37:59 +0000), Optional(2022-04-13 06:01:05 +0000), 503, No, 82, 129, 77, 161, 136, 0, OK, 
Optional(2022-04-13 22:25:11 +0000), Optional(2022-04-14 05:33:48 +0000), 429, No, 60, 115, 46, 153, 114, 0, Bad, 
Optional(2022-04-15 00:34:27 +0000), Optional(2022-04-15 07:25:16 +0000), 411, No, 82, 68, 76, 161, 105, 0, OK, 
Optional(2022-04-15 22:40:14 +0000), Optional(2022-04-16 06:54:19 +0000), 494, No, 73, 119, 64, 176, 135, 0, OK, 
Optional(2022-04-17 02:08:28 +0000), Optional(2022-04-17 06:51:20 +0000), 283, No, 51, 58, 48, 113, 63, 0, Bad, 
Optional(2022-04-17 21:33:10 +0000), Optional(2022-04-18 06:50:35 +0000), 557, No, 75, 123, 73, 201, 161, 0, OK, 
